Player,Color,Opponent,PlayerElo,OpponentElo,Result,Date,UTCTime,Opening,NumMoves
player_05,Black,opponent_0291,1937,2074,1-0,2025-10-01,03:59:06,Caro-Kann Defense,53
player_40,White,opponent_1577,2228,2228,1-0,2025-10-01,03:58:50,Van't Kruijs Opening,59
player_30,White,opponent_1196,2254,2292,1-0,2025-10-01,03:59:27,French Defense: Exchange Variation,45
player_07,White,opponent_1121,1994,1982,1-0,2025-10-01,03:59:09,Queen's Pawn Game: Torre Attack,57
player_13,White,opponent_1700,2255,2240,0-1,2025-10-01,04:00:08,Indian Defense: Spielmann-Indian,44
player_05,White,opponent_0167,2324,2350,1-0,2025-10-01,04:00:02,Owen Defense,65
player_04,Black,opponent_1547,2141,2191,0-1,2025-10-01,03:59:47,French Defense: Exchange Variation,124
player_38,Black,opponent_0837,1984,1969,0-1,2025-10-01,03:59:47,French Defense: Knight Variation,84
player_30,White,opponent_0487,2260,2376,1-0,2025-10-01,04:00:36,Queen's Pawn Game: Modern Defense,45
player_40,Black,opponent_1577,2234,2222,0-1,2025-10-01,04:00:37,Horwitz Defense,64
player_01,Black,opponent_0858,2165,2151,0-1,2025-10-01,04:00:39,Slav Defense,64
player_07,Black,opponent_0292,1999,2067,0-1,2025-10-01,04:01:16,Queen's Pawn Game: Zukertort Variation,21
player_38,White,opponent_0837,1989,1963,0-1,2025-10-01,04:02:04,"Indian Defense: Colle System, King's Indian Variation",72
player_13,Black,opponent_0236,2249,2181,0-1,2025-10-01,04:01:43,Queen's Pawn Game: Colle System,104
player_05,Black,opponent_1908,2330,2100,1-0,2025-10-01,04:01:49,Slav Defense,97
player_10,White,opponent_1582,1994,2015,1-0,2025-10-01,04:01:49,Queen's Gambit Declined: Marshall Defense,69
player_30,Black,opponent_0268,2268,2311,1-0,2025-10-01,04:01:59,Scandinavian Defense,51
player_07,Black,opponent_0090,2006,2006,0-1,2025-10-01,04:01:35,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",86
player_04,Black,opponent_1650,2148,2185,0-1,2025-10-01,04:02:06,Saragossa Opening,78
player_40,White,opponent_1577,2239,2217,0-1,2025-10-01,04:02:52,Van't Kruijs Opening,82
player_01,White,opponent_0858,2171,2145,0-1,2025-10-01,04:02:45,Benoni Defense,92
player_07,White,opponent_0370,2012,2037,1-0,2025-10-01,04:03:58,Queen's Pawn Game: Zukertort Variation,55
player_30,White,opponent_0785,2263,2266,0-1,2025-10-01,04:03:58,"French Defense: Winawer Variation, Delayed Exchange Variation",118
player_38,Black,opponent_0837,1983,1970,0-1,2025-10-01,04:04:19,French Defense: Knight Variation,76
player_05,White,opponent_0435,2321,2146,1-0,2025-10-01,04:04:20,Petrov's Defense: Three Knights Game,29
player_10,Black,opponent_1818,2000,1907,1-0,2025-10-01,04:04:00,Queen's Pawn Game,71
player_04,Black,opponent_0134,2154,2143,1-0,2025-10-01,04:04:12,Horwitz Defense,89
player_40,Black,opponent_1577,2233,2223,1-0,2025-10-01,04:05:18,French Defense: Normal Variation,77
player_01,Black,opponent_0858,2165,2151,0-1,2025-10-01,04:04:55,Slav Defense,88
player_05,Black,opponent_0693,2324,2117,0-1,2025-10-01,04:05:15,Scandinavian Defense: Marshall Variation,68
player_11,White,opponent_1041,1923,1887,0-1,2025-10-01,04:05:49,English Opening: King's English Variation,54
player_07,Black,opponent_0370,2018,2030,1-0,2025-10-01,04:05:20,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",95
player_10,White,opponent_0596,1993,1854,0-1,2025-10-01,04:06:06,Queen's Gambit Declined: Queen's Knight Variation,58
player_30,Black,opponent_0441,2257,2436,1-0,2025-10-01,04:06:09,Scandinavian Defense: Modern Variation,69
player_04,White,opponent_1429,2148,2190,0-1,2025-10-01,04:06:31,Scandinavian Defense: Mieses-Kotroc Variation,50
player_38,White,opponent_0837,1989,1964,0-1,2025-10-01,04:06:37,Mieses Opening,76
player_01,White,opponent_0858,2170,2146,0-1,2025-10-01,04:07:11,Queen's Pawn Game,34
player_07,White,opponent_0537,2013,2026,0-1,2025-10-01,04:07:43,Queen's Pawn Game: Modern Defense,8
player_05,White,opponent_0790,2327,1958,0-1,2025-10-01,04:07:02,Caro-Kann Defense: Main Line,100
player_07,White,opponent_0794,2007,1994,1-0,2025-10-01,04:07:55,Queen's Pawn Game: Chigorin Variation,101
player_01,Black,opponent_0858,2164,2152,0-1,2025-10-01,04:08:21,Benoni Defense: Old Benoni,54
player_05,Black,opponent_1661,2317,2208,1-0,2025-10-01,04:08:34,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",75
player_10,Black,opponent_1606,1985,1763,0-1,2025-10-01,04:07:59,"Sicilian Defense: Kan Variation, Knight Variation",46
player_04,White,opponent_0163,2143,2191,1/2-1/2,2025-10-01,04:08:25,Owen Defense,105
player_30,White,opponent_0487,2254,2362,1-0,2025-10-01,04:08:28,Queen's Pawn Game: Modern Defense,75
player_38,Black,opponent_1647,1983,1984,1/2-1/2,2025-10-01,04:09:01,Semi-Slav Defense: Botvinnik Variation,101
player_07,White,opponent_1932,2013,2055,0-1,2025-10-01,04:10:18,Torre Attack: Classical Defense,96
player_40,Black,opponent_1110,2227,2207,1-0,2025-10-01,04:09:55,French Defense: King's Indian Attack,89
player_04,Black,opponent_1023,2144,2150,0-1,2025-10-01,04:10:25,French Defense: King's Indian Attack,30
player_05,Black,opponent_1122,2309,1968,1-0,2025-10-01,04:10:06,Scandinavian Defense: Modern Variation,61
player_10,White,opponent_0025,1988,1392,1-0,2025-10-01,04:10:06,Queen's Gambit Declined: Normal Defense,56
player_01,White,opponent_0858,2170,2147,0-1,2025-10-01,04:10:06,French Defense: Advance Variation,78
player_30,Black,opponent_0268,2262,2311,1-0,2025-10-01,04:11:00,Pirc Defense,65
player_38,White,opponent_0405,1983,2004,0-1,2025-10-01,04:11:24,Mieses Opening,46
player_04,White,opponent_1051,2150,2152,1-0,2025-10-01,04:11:04,"Sicilian Defense: Delayed Alapin Variation, with e6",93
player_05,White,opponent_0719,2299,1683,1-0,2025-10-01,04:11:36,Caro-Kann Defense,59
player_10,White,opponent_0210,1988,2062,1-0,2025-10-01,04:12:12,Queen's Pawn Game: Anglo-Slav Opening,59
player_01,Black,opponent_0858,2164,2153,0-1,2025-10-01,04:12:21,Benoni Defense: Old Benoni,48
player_30,White,opponent_0115,2257,2376,1-0,2025-10-01,04:12:54,Horwitz Defense,43
player_07,Black,opponent_1633,2008,2015,0-1,2025-10-01,04:12:50,Semi-Slav Defense: Accelerated Move Order,114
player_04,Black,opponent_1224,2156,2161,1-0,2025-10-01,04:13:21,French Defense: La Bourdonnais Variation,77
player_40,White,opponent_1815,2221,2197,1-0,2025-10-01,04:13:30,Van't Kruijs Opening,69
player_05,Black,opponent_1336,2299,2096,1-0,2025-10-01,04:13:22,Queen's Gambit Declined: Marshall Defense,49
player_38,Black,opponent_0771,1977,2013,1-0,2025-10-01,04:13:01,French Defense: Normal Variation,29
player_30,Black,opponent_1989,2264,2309,0-1,2025-10-01,04:13:49,Zukertort Opening: Tennison Gambit,78
player_01,White,opponent_0858,2169,2147,0-1,2025-10-01,04:13:50,Benko Gambit,72
player_10,Black,opponent_0070,1995,2104,1-0,2025-10-01,04:14:18,"Sicilian Defense: Kan Variation, MarÇüczy Bind, RÇ¸ti Variation",57
player_05,White,opponent_1532,2291,2023,0-1,2025-10-01,04:15:13,Scandinavian Defense: Main Line,38
player_04,White,opponent_1023,2150,2155,0-1,2025-10-01,04:15:28,Scandinavian Defense: Modern Variation,90
player_38,Black,opponent_1854,1972,1984,1-0,2025-10-01,04:14:55,Horwitz Defense,91
player_40,Black,opponent_0539,2227,2237,0-1,2025-10-01,04:15:53,French Defense: Normal Variation,60
player_30,White,opponent_0809,2271,2336,1-0,2025-10-01,04:16:11,Benoni Defense: Old Benoni,101
player_07,White,opponent_1456,2014,2063,1-0,2025-10-01,04:15:49,Queen's Pawn Game: Torre Attack,53
player_10,White,opponent_0961,1991,2348,0-1,2025-10-01,04:15:50,Polish Defense,72
player_05,Black,opponent_0332,2281,1763,1-0,2025-10-01,04:16:45,Caro-Kann Defense,53
player_01,Black,opponent_0858,2163,2153,1-0,2025-10-01,04:16:01,Slav Defense,61
player_38,White,opponent_1108,1967,1930,1-0,2025-10-01,04:17:09,Queen's Pawn Game: Colle System,49
player_04,Black,opponent_0784,2144,2166,1-0,2025-10-01,04:17:48,Horwitz Defense,33
player_01,White,opponent_0858,2158,2159,1-0,2025-10-01,04:17:59,Benoni Defense,93
player_40,White,opponent_0394,2233,2280,0-1,2025-10-01,04:17:59,Van't Kruijs Opening,56
player_07,Black,opponent_1516,2020,2049,1/2-1/2,2025-10-01,04:17:44,Nimzowitsch Defense,80
player_30,Black,opponent_0624,2278,2408,1-0,2025-10-01,04:18:32,Indian Defense: Tartakower Attack,127
player_05,Black,opponent_0435,2270,2146,0-1,2025-10-01,04:18:35,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",40
player_04,Black,opponent_1952,2139,2195,1-0,2025-10-01,04:18:38,Queen's Gambit Declined: Ragozin Defense,17
player_10,Black,opponent_1669,1990,1966,0-1,2025-10-01,04:18:19,Queen's Gambit Declined,60
player_04,White,opponent_1347,2134,2141,0-1,2025-10-01,04:18:57,Modern Defense,78
player_07,Black,opponent_0807,2021,2004,1-0,2025-10-01,04:19:57,Nimzowitsch Defense,81
player_03,Black,opponent_0805,1871,1930,1-0,2025-10-01,04:19:51,Queen's Pawn Game,87
player_05,White,opponent_0446,2274,1872,1-0,2025-10-01,04:19:47,Caro-Kann Defense,83
player_40,Black,opponent_0872,2228,2173,1-0,2025-10-01,04:20:04,French Defense: Knight Variation,71
player_01,Black,opponent_0858,2163,2154,1-0,2025-10-01,04:20:09,Slav Defense,69
player_10,Black,opponent_0197,1995,2262,1-0,2025-10-01,04:20:26,"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",79
player_04,White,opponent_1757,2129,2175,0-1,2025-10-01,04:21:12,Scandinavian Defense: Mieses-Kotroc Variation,84
player_30,Black,opponent_1230,2274,2298,0-1,2025-10-01,04:21:00,Queen's Pawn Game: Colle System,58
player_01,White,opponent_0858,2158,2160,0-1,2025-10-01,04:22:05,French Defense: Advance Variation,86
player_40,White,opponent_0752,2221,2233,1-0,2025-10-01,04:22:38,Van't Kruijs Opening,65
player_05,White,opponent_0335,2275,2082,1-0,2025-10-01,04:22:18,French Defense: Exchange Variation,23
player_07,White,opponent_0807,2015,2010,0-1,2025-10-01,04:22:11,Zukertort Opening: Vos Gambit,52
player_03,White,opponent_0673,1866,1925,0-1,2025-10-01,04:22:27,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack",30
player_05,Black,opponent_2026,2278,2153,1-0,2025-10-01,04:22:55,Nimzo-Larsen Attack: Classical Variation,71
player_10,White,opponent_0836,1993,1865,0-1,2025-10-01,04:22:55,Englund Gambit Declined,40
player_30,White,opponent_1543,2280,2317,0-1,2025-10-01,04:22:43,Queen's Pawn Game,60
player_04,Black,opponent_0821,2124,2180,0-1,2025-10-01,04:23:31,French Defense: Queen's Knight,66
player_10,Black,opponent_1705,1985,1688,0-1,2025-10-01,04:24:05,Van't Kruijs Opening,52
player_07,Black,opponent_0807,2009,2016,0-1,2025-10-01,04:23:58,Nimzowitsch Defense,62
player_30,Black,opponent_1543,2275,2322,0-1,2025-10-01,04:24:36,Queen's Gambit Declined: Harrwitz Attack,66
player_01,Black,opponent_0858,2152,2165,1-0,2025-10-01,04:24:23,Slav Defense,60
player_40,Black,opponent_0752,2227,2227,0-1,2025-10-01,04:24:53,French Defense: Normal Variation,62
player_04,Black,opponent_1205,2130,2066,1-0,2025-10-01,04:25:17,French Defense: Exchange Variation,59
player_05,White,opponent_1699,2271,2523,0-1,2025-10-01,04:24:58,Scandinavian Defense: Valencian Variation,52
player_07,White,opponent_0416,2015,2004,1-0,2025-10-01,04:25:43,Queen's Pawn Game: Torre Attack,63
player_10,Black,opponent_0004,1987,2011,1-0,2025-10-01,04:26:28,Mieses Opening,81
player_01,White,opponent_0858,2146,2171,0-1,2025-10-01,04:26:07,Benko Gambit Accepted: Fully Accepted Variation,80
player_40,White,opponent_0752,2233,2222,1-0,2025-10-01,04:26:54,Van't Kruijs Opening,79
player_30,White,opponent_0355,2282,2320,0-1,2025-10-01,04:26:28,Zukertort Opening: Speelsmet Gambit,68
player_05,Black,opponent_1851,2268,2120,1-0,2025-10-01,04:26:45,Van't Kruijs Opening,81
player_04,White,opponent_1217,2124,2126,1-0,2025-10-01,04:27:19,French Defense: Exchange Variation,77
player_07,White,opponent_0845,2020,2070,0-1,2025-10-01,04:27:29,Queen's Pawn Game: Zukertort Variation,62
player_01,Black,opponent_0858,2141,2176,0-1,2025-10-01,04:28:23,Slav Defense,118
player_30,Black,opponent_0355,2277,2325,0-1,2025-10-01,04:28:31,Scandinavian Defense: Valencian Variation,76
player_10,Black,opponent_1532,1982,2036,1-0,2025-10-01,04:29:08,Sicilian Defense: Closed,63
player_04,Black,opponent_0353,2130,2100,1-0,2025-10-01,04:29:16,Horwitz Defense,31
player_07,Black,opponent_1177,2016,2012,0-1,2025-10-01,04:29:33,Nimzowitsch Defense,38
player_40,White,opponent_1032,2239,2260,1-0,2025-10-01,04:30:17,Van't Kruijs Opening,51
player_30,White,opponent_0056,2283,2331,1-0,2025-10-01,04:30:45,Englund Gambit Declined: Reversed French,79
player_04,White,opponent_1614,2123,2119,0-1,2025-10-01,04:30:13,Scandinavian Defense: Mieses-Kotroc Variation,102
player_01,White,opponent_0858,2147,2170,1-0,2025-10-01,04:30:45,Benko Gambit,58
player_07,White,opponent_0498,2021,2011,1-0,2025-10-01,04:30:55,Queen's Pawn Game: Zukertort Variation,95
player_10,White,opponent_1910,1977,2012,1-0,2025-10-01,04:31:17,Slav Defense,79
player_40,Black,opponent_0915,2245,2231,0-1,2025-10-01,04:32:07,Nimzo-Larsen Attack,62
player_01,Black,opponent_0858,2154,2164,1-0,2025-10-01,04:32:22,Slav Defense,73
player_07,Black,opponent_0444,2027,2085,0-1,2025-10-01,04:33:12,Nimzowitsch Defense: Colorado Countergambit,66
player_04,Black,opponent_0656,2118,2206,0-1,2025-10-01,04:32:30,French Defense: Schlechter Variation,86
player_30,White,opponent_0879,2290,2373,0-1,2025-10-01,04:32:57,Queen's Pawn Game: Colle System,96
player_40,White,opponent_1629,2250,2258,1-0,2025-10-01,04:34:03,Van't Kruijs Opening,49
player_10,Black,opponent_1638,1983,1524,1-0,2025-10-01,04:33:40,"Sicilian Defense: Kan Variation, MarÇüczy Bind, RÇ¸ti Variation",79
player_04,White,opponent_1333,2125,2235,0-1,2025-10-01,04:34:33,French Defense: Exchange Variation,30
player_01,White,opponent_0858,2148,2170,0-1,2025-10-01,04:34:34,Benoni Defense,34
player_30,White,opponent_0809,2285,2333,0-1,2025-10-01,04:34:55,Zukertort Opening: Speelsmet Gambit,66
player_01,Black,opponent_0858,2143,2175,1-0,2025-10-01,04:35:10,Queen's Gambit Declined: Austrian Defense,53
player_04,White,opponent_0124,2121,2110,1-0,2025-10-01,04:35:11,Caro-Kann Defense,85
player_07,White,opponent_0899,2034,2027,1-0,2025-10-01,04:35:39,Queen's Pawn Game: Zukertort Variation,27
player_10,White,opponent_1026,1973,2133,1-0,2025-10-01,04:36:06,Queen's Gambit Declined: Normal Defense,85
player_07,Black,opponent_0475,2039,1994,1-0,2025-10-01,04:36:08,Nimzowitsch Defense: Colorado Countergambit,99
player_40,Black,opponent_1629,2256,2252,1-0,2025-10-01,04:35:46,English Defense,75
player_01,White,opponent_0858,2138,2180,1-0,2025-10-01,04:37:08,Benko Gambit Declined: HjÇ÷rring Countergambit,95
player_30,Black,opponent_2033,2280,2295,0-1,2025-10-01,04:37:08,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",122
player_04,Black,opponent_1557,2126,2109,1-0,2025-10-01,04:37:34,Zukertort Opening: Queen's Gambit Invitation,89
player_40,White,opponent_0749,2250,2320,0-1,2025-10-01,04:38:29,Van't Kruijs Opening,74
player_10,Black,opponent_0457,1981,2037,1-0,2025-10-01,04:38:43,Sicilian Defense: Wing Gambit,81
player_07,White,opponent_0120,2033,2022,1-0,2025-10-01,04:38:19,Horwitz Defense,83
player_01,Black,opponent_0858,2144,2174,0-1,2025-10-01,04:39:23,Benoni Defense: Old Benoni,50
player_04,Black,opponent_1685,2121,2126,0-1,2025-10-01,04:39:44,Queen's Gambit Accepted: Rosenthal Variation,102
player_30,Black,opponent_1904,2286,2290,0-1,2025-10-01,04:39:27,Alekhine Defense: Scandinavian Variation,30
player_07,White,opponent_1340,2038,2048,1-0,2025-10-01,04:40:38,Queen's Pawn Game: Modern Defense,11
player_30,White,opponent_1930,2292,2298,0-1,2025-10-01,04:39:57,Pirc Defense: Classical Variation,92
player_07,Black,opponent_0123,2044,2049,1-0,2025-10-01,04:40:52,Queen's Pawn Game,63
player_01,White,opponent_0858,2150,2168,1-0,2025-10-01,04:40:58,Benko Gambit,23
player_40,White,opponent_1404,2246,2225,1/2-1/2,2025-10-01,04:40:55,Van't Kruijs Opening,98
player_01,Black,opponent_0858,2156,2162,1-0,2025-10-01,04:41:24,Benoni Defense: Old Benoni,79
player_10,White,opponent_1030,1976,2023,1-0,2025-10-01,04:41:22,King's Indian Defense: Orthodox Variation,79
player_04,Black,opponent_0787,2126,2115,0-1,2025-10-01,04:41:46,"French Defense: Advance Variation, Nimzowitsch Gambit",52
player_30,White,opponent_1168,2287,2318,1-0,2025-10-01,04:42:05,Queen's Pawn Game: Colle System,44
player_07,White,opponent_0123,2039,2054,1-0,2025-10-01,04:43:01,Horwitz Defense,63
player_30,Black,opponent_1777,2293,2347,0-1,2025-10-01,04:42:56,Nimzo-Larsen Attack: Classical Variation,74
player_40,Black,opponent_0211,2245,2309,1-0,2025-10-01,04:43:19,French Defense: Normal Variation,79
player_01,White,opponent_0858,2151,2167,0-1,2025-10-01,04:43:37,Benoni Defense,86
player_04,White,opponent_1863,2132,2128,1-0,2025-10-01,04:43:38,Modern Defense,111
player_10,White,opponent_1488,1982,1809,0-1,2025-10-01,04:43:50,Slav Defense,82
player_07,Black,opponent_0123,2045,2048,1-0,2025-10-01,04:44:58,Nimzowitsch Defense,47
player_30,Black,opponent_0681,2300,2379,1-0,2025-10-01,04:45:05,Scandinavian Defense: Panov Transfer,69
player_04,Black,opponent_0479,2138,2150,1-0,2025-10-01,04:45:50,French Defense: Exchange Variation,57
player_01,Black,opponent_0858,2145,2173,0-1,2025-10-01,04:45:55,Slav Defense: Exchange Variation,66
player_07,White,opponent_0123,2039,2054,1-0,2025-10-01,04:46:18,Horwitz Defense,79
player_40,Black,opponent_0243,2241,2254,1-0,2025-10-01,04:45:31,English Defense,65
player_30,Black,opponent_1230,2295,2296,0-1,2025-10-01,04:46:51,Queen's Pawn Game: Colle System,48
player_04,White,opponent_1187,2132,2114,0-1,2025-10-01,04:47:50,Philidor Defense,60
player_30,White,opponent_0558,2301,2399,0-1,2025-10-01,04:47:38,Horwitz Defense,68
player_01,White,opponent_0858,2152,2167,0-1,2025-10-01,04:48:02,Benoni Defense,54
player_07,Black,opponent_0123,2045,2048,0-1,2025-10-01,04:48:25,Nimzowitsch Defense,68
player_40,White,opponent_0555,2235,2256,1-0,2025-10-01,04:47:58,Van't Kruijs Opening,41
player_40,Black,opponent_0985,2241,2273,0-1,2025-10-01,04:49:19,French Defense: RÇ¸ti-Spielmann Attack,54
player_34,White,opponent_1929,2216,2232,0-1,2025-10-01,04:49:30,Alekhine Defense: Brooklyn Variation,62
player_04,Black,opponent_0309,2126,2215,1-0,2025-10-01,04:50:09,French Defense: Schlechter Variation,39
player_01,Black,opponent_1187,2146,2120,1-0,2025-10-01,04:49:58,Sicilian Defense,9
player_30,Black,opponent_1631,2297,2335,1-0,2025-10-01,04:49:42,Scandinavian Defense: Modern Variation,85
player_01,Black,opponent_1490,2140,2036,1-0,2025-10-01,04:50:13,Semi-Slav Defense Accepted,31
player_10,Black,opponent_0987,1974,1995,1-0,2025-10-01,04:50:26,Hungarian Opening: Reversed Modern Defense,67
player_40,White,opponent_0985,2248,2266,1-0,2025-10-01,04:50:41,Van't Kruijs Opening,75
player_07,White,opponent_0123,2051,2043,1-0,2025-10-01,04:50:42,Horwitz Defense,81
player_34,Black,opponent_1929,2210,2237,0-1,2025-10-01,04:51:15,Van Geet Opening,62
player_01,Black,opponent_1412,2133,2116,0-1,2025-10-01,04:51:45,Hungarian Opening: Reversed Modern Defense,54
player_04,White,opponent_0838,2122,2088,1-0,2025-10-01,04:51:35,Scandinavian Defense: Mieses-Kotroc Variation,73
player_30,White,opponent_0499,2292,2366,1-0,2025-10-01,04:51:56,Queen's Pawn Game,67
player_10,White,opponent_0921,1969,1916,0-1,2025-10-01,04:52:38,"Slav Defense: Slav Gambit, Alekhine Attack",82
player_07,Black,opponent_0123,2057,2037,1-0,2025-10-01,04:52:57,Nimzowitsch Defense,45
player_40,Black,opponent_0985,2254,2260,1-0,2025-10-01,04:52:59,French Defense: Normal Variation,79
player_30,Black,opponent_2025,2299,2299,0-1,2025-10-01,04:53:26,Bird Opening,110
player_04,White,opponent_0445,2127,2122,0-1,2025-10-01,04:53:37,Alekhine Defense,84
player_34,White,opponent_0243,2216,2254,0-1,2025-10-01,04:53:33,Pirc Defense: Austrian Attack,72
player_01,White,opponent_0713,2138,2108,1-0,2025-10-01,04:53:30,Indian Defense: West Indian Defense,97
player_07,White,opponent_0123,2051,2043,1-0,2025-10-01,04:54:32,Horwitz Defense,43
player_40,White,opponent_0985,2248,2266,1-0,2025-10-01,04:55:24,Van't Kruijs Opening,55
player_10,Black,opponent_2043,1962,1975,0-1,2025-10-01,04:54:54,Semi-Slav Defense: Chigorin Defense,88
player_30,White,opponent_2025,2304,2293,1-0,2025-10-01,04:55:33,Englund Gambit Declined: Reversed French,35
player_01,Black,opponent_0241,2143,2219,1-0,2025-10-01,04:55:56,"English Opening: Symmetrical Variation, Normal Variation",37
player_34,Black,opponent_0243,2211,2259,1-0,2025-10-01,04:55:44,Queen's Gambit Declined: Austrian Defense,97
player_04,Black,opponent_1448,2121,2113,1-0,2025-10-01,04:55:51,French Defense: Two Knights Variation,83
player_07,Black,opponent_0123,2056,2038,0-1,2025-10-01,04:56:06,St. George Defense,44
player_01,Black,opponent_0686,2139,2169,1-0,2025-10-01,04:57:03,Benoni Defense: Old Benoni,17
player_30,Black,opponent_1658,2310,2334,0-1,2025-10-01,04:56:28,Scandinavian Defense: Modern Variation,82
player_10,White,opponent_1778,1968,1921,1-0,2025-10-01,04:57:06,Queen's Gambit Declined: Marshall Defense,73
player_40,Black,opponent_0985,2254,2260,0-1,2025-10-01,04:57:09,French Defense: RÇ¸ti-Spielmann Attack,66
player_04,White,opponent_0818,2116,2080,1-0,2025-10-01,04:57:46,French Defense: Steinitz Attack,45
player_07,White,opponent_0123,2062,2032,1-0,2025-10-01,04:57:50,Horwitz Defense,87
player_34,White,opponent_1106,2206,2191,0-1,2025-10-01,04:58:13,King's Gambit Accepted: MacLeod Defense,76
player_04,Black,opponent_1469,2121,2129,1-0,2025-10-01,04:58:48,Semi-Slav Defense: Accelerated Move Order,67
player_30,White,opponent_1483,2316,2324,0-1,2025-10-01,04:59:04,Dutch Defense,52
player_10,White,opponent_0900,1973,2049,1-0,2025-10-01,04:58:58,English Defense,69
player_40,White,opponent_0985,2260,2254,0-1,2025-10-01,04:59:20,Van't Kruijs Opening,78
player_34,White,opponent_0327,2201,2263,1-0,2025-10-01,05:00:11,Indian Defense: Omega Gambit,73
player_07,Black,opponent_0123,2067,2027,1-0,2025-10-01,05:00:15,Nimzowitsch Defense,67
player_30,Black,opponent_0203,2311,2413,1-0,2025-10-01,05:00:54,Queen's Pawn Game: Symmetrical Variation,95
player_10,White,opponent_1229,1980,1951,1-0,2025-10-01,05:01:07,Slav Defense,73
player_04,Black,opponent_1863,2115,2109,1-0,2025-10-01,05:01:01,Queen's Gambit Declined: Ragozin Defense,83
player_07,White,opponent_0123,2061,2033,0-1,2025-10-01,05:02:28,Horwitz Defense,70
player_30,White,opponent_0203,2307,2417,0-1,2025-10-01,05:02:59,Zukertort Opening: Speelsmet Gambit,62
player_10,Black,opponent_1016,1986,1985,1-0,2025-10-01,05:03:10,"Sicilian Defense: Kan Variation, Knight Variation",67
player_40,Black,opponent_0555,2254,2250,1-0,2025-10-01,05:02:32,Bird Opening,75
player_34,Black,opponent_0801,2207,2260,1-0,2025-10-01,05:02:39,Queen's Pawn Game,91
player_04,White,opponent_0495,2109,2097,1-0,2025-10-01,05:03:04,Caro-Kann Defense,71
player_40,Black,opponent_0984,2249,2247,1-0,2025-10-01,05:04:56,English Opening: Agincourt Defense,69
player_30,Black,opponent_0203,2303,2421,1-0,2025-10-01,05:04:58,Queen's Pawn Game: Symmetrical Variation,55
player_07,Black,opponent_0123,2054,2040,1-0,2025-10-01,05:04:44,Nimzowitsch Defense,91
player_34,Black,opponent_0102,2202,2214,0-1,2025-10-01,05:05:05,Queen's Gambit Declined: Austrian Defense,42
player_10,White,opponent_0519,1980,2033,0-1,2025-10-01,05:05:31,Horwitz Defense,16
player_34,White,opponent_1106,2208,2193,1-0,2025-10-01,05:06:06,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",93
player_10,Black,opponent_2021,1975,1838,0-1,2025-10-01,05:06:11,"Sicilian Defense: Kan Variation, Knight Variation",64
player_07,White,opponent_0123,2049,2046,1-0,2025-10-01,05:07:09,Horwitz Defense,69
player_30,White,opponent_0203,2299,2425,0-1,2025-10-01,05:06:56,Benoni Defense: Old Benoni,12
player_30,Black,opponent_0203,2295,2428,1-0,2025-10-01,05:07:12,Queen's Pawn Game: Symmetrical Variation,67
player_40,White,opponent_0381,2243,2203,1-0,2025-10-01,05:07:20,Van't Kruijs Opening,39
player_10,White,opponent_0510,1979,2398,0-1,2025-10-01,05:08:05,King's Indian Defense: Orthodox Variation,78
player_34,White,opponent_0889,2214,2170,1-0,2025-10-01,05:08:18,French Defense,67
player_40,White,opponent_0972,2248,2205,1-0,2025-10-01,05:08:21,Van't Kruijs Opening,59
player_07,Black,opponent_0123,2054,2040,1-0,2025-10-01,05:09:13,Caro-Kann Defense: Panov Attack,53
player_30,White,opponent_0203,2291,2432,0-1,2025-10-01,05:09:02,Benoni Defense: Old Benoni,32
player_30,Black,opponent_0203,2288,2436,0-1,2025-10-01,05:09:51,Queen's Pawn Game: Symmetrical Variation,76
player_34,Black,opponent_0972,2219,2200,1-0,2025-10-01,05:10:17,Queen's Pawn Game,71
player_10,Black,opponent_0330,1978,1857,0-1,2025-10-01,05:10:24,Nimzo-Larsen Attack: Classical Variation,32
player_30,White,opponent_0950,2296,2302,1-0,2025-10-01,05:11:58,Caro-Kann Defense,63
player_10,White,opponent_1798,1982,1550,0-1,2025-10-01,05:12:13,Queen's Pawn Game: Modern Defense,104
player_34,White,opponent_1230,2213,2273,1-0,2025-10-01,05:12:38,French Defense: Mediterranean Defense,53
player_07,Black,opponent_1202,2048,1985,0-1,2025-10-01,05:13:29,Nimzowitsch Defense,62
player_30,White,opponent_0078,2302,2316,0-1,2025-10-01,05:14:10,Zukertort Opening: Speelsmet Gambit,86
player_10,White,opponent_0944,1971,1982,1-0,2025-10-01,05:14:26,Queen's Gambit Declined: Normal Defense,69
player_34,Black,opponent_1470,2220,2184,0-1,2025-10-01,05:14:46,Nimzo-Larsen Attack: Classical Variation,82
player_10,Black,opponent_1000,1977,2016,0-1,2025-10-01,05:15:52,Queen's Gambit Declined: Chigorin Defense,116
player_07,White,opponent_1874,2053,1999,0-1,2025-10-01,05:15:46,Horwitz Defense,84
